-2.786594508110334,-1.6079359474013417,179.85423997513817,611,-3698,16111,1,1,0,-16387.875,261.375,-753.25
-4.9820362488539365,-4.695731491269686,179.6022102048888,597,-3683,16184,1,0,-1,-8198.25,261.875,-750.125
-6.6105983349407476,-7.303903184425945,179.5404835993593,592,-3587,16228,2,0,1,-16387.125,261.0,-752.25
-7.982810954913612,-11.564377076995624,179.39841124601185,658,-3670,16178,4,4,-11,-8195.0,261.625,-755.125
-9.02322773533145,-16.506502020684888,179.29944218844415,661,-3619,16219,4,4,-6,-8197.625,262.0,-755.0
-9.869608331858897,-22.01485720089905,179.245961322401,605,-3644,16219,4,1,-4,-8196.0,263.375,-755.125
-12.511462922098282,-18.117202339989642,179.36466423787587,577,-3742,16192,1,3,-4,-5.625,263.125,-754.0
-13.880679258962818,-14.847832399716813,179.31259633113152,537,-3652,16220,3,2,-3,-4.25,258.75,-754.125
-13.610056258660695,-20.18708080325265,178.9970763255013,600,-3683,16201,1,0,1,-8194.625,261.875,-755.875
-13.349906199472127,-25.974504362067268,178.6098760936696,581,-3667,16212,-1,1,-1,-8196.125,262.625,-753.75
-13.065690141120404,-31.360463919480754,178.19236790528075,601,-3673,16230,2,2,1,-16388.875,258.75,-756.0
-12.808856809973191,-37.15607076433979,177.6943725623039,638,-3660,16216,1,2,-1,-8195.0,263.0,-754.25
-12.553234227062717,-42.33077320655359,177.1644108543351,608,-3669,16216,1,-1,-1,-8197.375,262.25,-753.0
-13.620173347697003,-34.16890659945282,177.1753211806154,578,-3730,16210,0,0,1,-8.0,259.375,-755.875
-14.256770227441596,-27.506311384312315,177.03685997146053,560,-3691,16210,2,0,1,-7.5,260.625,-753.25
-14.716029190672089,-22.162555041537118,176.87223406131548,558,-3718,16218,2,1,1,-5.375,263.0,-753.25
-14.98920120886175,-17.930995558309153,176.705860454802,577,-3706,16215,0,-1,1,-5.125,261.875,-755.5
-14.211516155257877,-22.65706233872127,175.77138324525265,529,-3698,16258,2,0,0,-16388.0,262.125,-750.875
-13.437842340386602,-27.851931771179768,174.6514065035902,589,-3671,16213,4,1,-1,-16388.875,262.375,-754.875
-12.744652858479833,-33.746612265468315,173.39932686596904,581,-3762,16157,1,-1,1,-8195.625,261.625,-750.0
-13.281994368817456,-27.21884673868694,173.3482626382643,640,-3606,16270,0,1,-1,-4.875,262.125,-753.125
-12.512149638945084,-32.28363586132956,171.8408208931761,590,-3796,16176,1,-1,1,-32767.625,261.25,-755.5
-11.53888359862719,-37.91919916224035,170.08406532887648,608,-3667,16234,-3,2,0,-8198.875,260.75,-754.125
-12.240978111143525,-30.565193347813672,170.29475788189848,621,-3705,16223,-2,-1,3,-4.75,262.75,-752.875
-11.229680416122152,-36.277536435494234,168.2793794792736,580,-3734,16199,0,0,1,-8199.75,257.375,-753.625
-12.831653523822519,-29.231071690281354,170.8528905161941,583,-3650,16226,1,2,0,32765.875,263.375,-755.125
-11.75657841073171,-35.02118451568032,168.85947521837858,579,-3730,16209,1,-2,1,-8196.625,262.625,-753.125
-10.513623977461423,-40.09131362241655,166.55804396709323,594,-3682,16234,1,2,0,-16388.0,264.125,-754.125
-9.299433663140972,-44.61622601559317,164.21794961962348,590,-3688,16199,0,0,0,-8197.125,262.125,-751.625
-7.96309411128521,-48.32261282115013,161.64575982271506,602,-3697,16224,0,-1,0,-16389.75,261.625,-753.25
-6.597934691197721,-51.25329025847592,158.96009200748475,609,-3693,16223,0,0,-1,-24577.125,262.125,-753.875
-5.779213059779403,-52.92921643592751,156.83806510571586,612,-3714,16225,-1,-1,0,-8194.625,260.875,-750.75
-5.038111090929524,-54.00448385746768,154.76719230051307,594,-3693,16209,0,1,1,-8195.875,264.25,-756.875
-3.876920771734528,-55.14210869160097,152.16136195209944,576,-3671,16230,1,0,1,-16385.75,260.125,-754.0
-5.391691897002034,-44.601508378481235,154.84573180580693,620,-3683,16224,-1,2,-2,-5.625,262.375,-753.375
-4.143939054986531,-47.869837767597915,151.62932101759924,584,-3702,16206,1,0,1,-8199.125,256.625,-755.0
-2.6842688094296614,-50.496582755506786,148.07710723744802,625,-3735,16210,-1,0,-1,-16387.875,261.625,-752.5
-4.3031923103458,-40.524754250974425,150.82327482270642,570,-3734,16196,-1,-2,3,-8.25,262.5,-754.0
-2.6382764639239915,-44.41181607293475,146.43192662668687,595,-3684,16216,0,1,-2,-16387.75,263.25,-753.5
-1.1808349351555598,-47.34172960712879,142.37529234382578,575,-3724,16201,0,1,0,-8197.25,259.625,-754.75
0.6922169752336602,-49.670078580583464,137.70243657650593,624,-3705,16194,0,1,1,-24578.625,260.875,-754.875
1.8623465165507667,-50.89597919286991,133.89731917294156,606,-3694,16199,0,1,-1,-8197.25,261.0,-758.75
3.433834787928884,-51.86044301132466,129.45169243047562,548,-3723,16197,1,0,1,-16386.375,266.75,-756.375
4.228016208634853,-52.02067519765136,125.84535601481531,553,-3772,16192,0,2,-5,-8195.625,260.0,-753.875
5.735402203026936,-52.21832996864706,121.2379869107525,606,-3713,16202,0,0,1,-16387.625,262.75,-757.25
7.134178098675276,-52.033758957485624,116.57325829320257,555,-3691,16217,2,0,2,-16384.5,261.125,-753.875
8.487025702735737,-51.574699969469116,111.75952120009363,613,-3639,16232,0,-1,-1,-16387.0,260.625,-756.75
8.908016524539118,-50.616502854676206,107.85784734765538,539,-3778,16195,1,-1,1,-8197.5,262.0,-754.125
9.623699666254055,-49.5503437877257,103.4900236013195,622,-3661,16222,1,-1,0,-8196.125,265.0,-757.5
10.909056543003869,-48.50548996952649,97.99636433205491,572,-3729,16197,0,0,1,-16389.75,262.5,-753.375
11.48774525698224,-47.06197798941542,93.21718060445689,610,-3700,16199,1,0,-1,-8198.75,260.25,-750.375
8.191956149615496,-34.45157351964069,102.03382755885904,631,-3704,16222,5,-1,-1,-6.125,261.5,-753.25
9.778038339431692,-35.50564604067138,94.02306340351402,582,-3667,16228,1,1,1,-8196.125,263.125,-754.625
11.030741294812586,-35.68327620061242,86.30736309905934,588,-3726,16214,2,1,1,-8197.625,265.125,-752.875
7.583265517686286,-24.418648274183937,93.26266544278178,551,-3710,16206,-1,1,0,-7.375,263.125,-754.125
8.376243094803591,-25.264778533129164,83.48356594218153,626,-3722,16204,5,0,1,-16389.75,262.75,-755.125
9.145377950365905,-25.436398931485815,74.35837326450658,607,-3694,16203,-1,-1,3,-8197.0,260.875,-754.25
9.55037958534517,-24.79956149403166,65.74285554501668,642,-3642,16213,1,0,1,-8195.625,259.375,-757.125
9.20328060508409,-23.237728454983976,57.21241683610865,561,-3742,16225,1,1,0,-24579.625,261.625,-758.125
8.564132334682148,-21.450808315002853,49.85191082664607,628,-3685,16226,0,1,-2,-8195.75,258.625,-756.5
7.443555110682649,-19.35378525272288,43.15178751555498,578,-3717,16220,-1,-1,1,-8196.25,264.375,-756.75
5.990754398768186,-17.140808125845556,37.06450855346097,583,-3700,16223,0,0,-1,-8196.625,260.75,-752.75
4.09414689227478,-14.855976334903666,31.141965630897438,602,-3704,16224,1,0,1,-24577.625,261.75,-756.125
2.1356979675625363,-12.747276308203647,26.04245118269145,607,-3708,16205,3,0,1,-16386.25,263.375,-757.125
0.16008055843699492,-10.836762172842654,21.617843672703454,581,-3726,16203,2,0,1,-16387.0,261.0,-758.75
-4.808273578291977,-3.0246445422391077,24.085013207065344,562,-3718,16218,1,0,0,-5.75,262.875,-756.75
-6.037083802007413,-2.927526528728372,19.29886933712793,595,-3684,16211,-1,-2,2,-16386.0,262.0,-757.25
-6.964935723582345,-2.808341691113273,15.59379638348235,555,-3713,16218,2,1,-2,-8196.125,264.0,-755.125
-7.929779854049005,-2.6957750545522465,12.461289352967407,602,-3699,16215,0,-1,1,-16386.25,263.125,-756.375
